timestamp,bytes_transferred,rate_mbps,total_mb
2025-03-14T13:14:41-04:00,0,0.00,0.00
2025-03-14T13:14:51-04:00,0,0.00,0.00
2025-03-14T13:15:01-04:00,0,0.00,0.00
2025-03-14T13:15:11-04:00,0,0.00,0.00
2025-03-14T13:15:21-04:00,0,0.00,0.00
2025-03-14T13:15:31-04:00,0,0.00,0.00
2025-03-14T13:15:41-04:00,0,0.00,0.00
2025-03-14T13:15:51-04:00,0,0.00,0.00
2025-03-14T13:16:01-04:00,0,0.00,0.00
2025-03-14T13:16:11-04:00,0,0.00,0.00
2025-03-14T13:16:21-04:00,0,0.00,0.00
2025-03-14T13:16:31-04:00,0,0.00,0.00
