timestamp,bytes_transferred,rate_mbps,total_mb
2025-03-14T13:01:55-04:00,0,0.00,0.00
2025-03-14T13:02:05-04:00,0,0.00,0.00
2025-03-14T13:02:15-04:00,0,0.00,0.00
2025-03-14T13:02:25-04:00,0,0.00,0.00
2025-03-14T13:02:35-04:00,0,0.00,0.00
2025-03-14T13:02:45-04:00,0,0.00,0.00
2025-03-14T13:02:55-04:00,0,0.00,0.00
2025-03-14T13:03:05-04:00,0,0.00,0.00
2025-03-14T13:03:15-04:00,0,0.00,0.00
2025-03-14T13:03:25-04:00,0,0.00,0.00
2025-03-14T13:03:35-04:00,0,0.00,0.00
2025-03-14T13:03:45-04:00,0,0.00,0.00
