timestamp,bytes_transferred,rate_mbps,total_mb
2025-03-14T13:11:39-04:00,0,0.00,0.00
2025-03-14T13:11:49-04:00,0,0.00,0.00
2025-03-14T13:11:59-04:00,0,0.00,0.00
2025-03-14T13:12:09-04:00,0,0.00,0.00
2025-03-14T13:12:19-04:00,0,0.00,0.00
2025-03-14T13:12:29-04:00,0,0.00,0.00
2025-03-14T13:12:39-04:00,0,0.00,0.00
2025-03-14T13:12:49-04:00,0,0.00,0.00
2025-03-14T13:12:59-04:00,0,0.00,0.00
2025-03-14T13:13:09-04:00,0,0.00,0.00
2025-03-14T13:13:19-04:00,0,0.00,0.00
2025-03-14T13:13:29-04:00,0,0.00,0.00
