timestamp,bytes_transferred,rate_mbps,total_mb
2025-03-14T12:59:00-04:00,0,0.00,0.00
2025-03-14T12:59:10-04:00,0,0.00,0.00
2025-03-14T12:59:20-04:00,0,0.00,0.00
2025-03-14T12:59:30-04:00,0,0.00,0.00
2025-03-14T12:59:40-04:00,0,0.00,0.00
2025-03-14T12:59:50-04:00,0,0.00,0.00
2025-03-14T13:00:00-04:00,0,0.00,0.00
2025-03-14T13:00:10-04:00,0,0.00,0.00
2025-03-14T13:00:20-04:00,0,0.00,0.00
2025-03-14T13:00:30-04:00,0,0.00,0.00
2025-03-14T13:00:40-04:00,0,0.00,0.00
2025-03-14T13:00:50-04:00,0,0.00,0.00
